,Subdistrict,Latitude,Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1177,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,Peng Kua Gai (เพ้งคั่วไก่),13.741286,100.52365,Noodle House
1178,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,Lub d Bangkok - Siam Square,13.746774727346024,100.52869263949717,Accomodation
1179,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,NapLab,13.74601176766807,100.52403115184235,Commercial
1180,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,Chao Hostel (เช้า โฮสเทล),13.747420188799074,100.52673697471619,Accomodation
1181,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,Sizzler (ซิซซ์เลอร์),13.74359810016883,100.52945072067419,Western Restaurant
1182,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,Jae Oh (เจ๊โอว),13.742356613220139,100.5225549838474,Chinese Restaurant
1183,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,The Olympic Club,13.743705453932577,100.52958758441582,Sport
1184,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,Watsons (วัตสัน),13.74423748203469,100.53038790339035,Stores
1185,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,Mercure Bangkok Siam,13.7470184,100.5289978,Accomodation
1186,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,ibis Bangkok Siam,13.7468553,100.5289661,Accomodation
1187,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,ครัวไฟหมุน,13.741101,100.52268,Seafood Restaurant
1188,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,ข้าวหมูแดงเลิศรสเจ๊โส่ย,13.741323,100.52327,Chinese Restaurant
1189,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,Spa Ten,13.747322618887493,100.52691741790231,Nightlife
1190,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,BonChon Chicken (บอนชอน ชิคเก้น),13.745158836991266,100.5302876425116,Western Restaurant
1191,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,เต้าฮวยเจ๊หน่อย,13.746926,100.523859,Restaurant
1192,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,MBK Center (เอ็ม บี เค เซ็นเตอร์),13.744893387696964,100.53010863369681,Infrastructure
1193,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,Chester's (เชสเตอร์),13.744476611350143,100.52932196575338,Western Restaurant
1194,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,Jae' Keang (เจ๊เกียง),13.746137142456034,100.5236052710148,Asian Restaurant
1195,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,Starbucks (สตาร์บัคส์),13.744491464686089,100.52937605509881,Café
1196,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,Sookdal Premium Korean BBQ,13.747106,100.523975,Asian Restaurant
1197,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,Song Satay (หมูสะเต๊ะ นายซ้ง),13.7458515,100.523544,Asian Restaurant
1198,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,Kouen Sushi Bar (โคเอ็น ซูชิ บาร์),13.74016204150801,100.52414234691587,Japanese Restaurant
1199,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,Cheng Sim Ei (เช็งซิมอี๊),13.746352763094855,100.52366539027345,Dessert Shop
1200,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,ลูกชิ้นปลาบรรทัดทอง,13.74639998249521,100.52364699041351,Noodle House
1201,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,เจ๊ศรีเจ้าตำหรับยำผักกะเฉด,13.746734,100.52376,Seafood Restaurant
1202,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,Rainbow Roll Sushi,13.74700354793434,100.52701419579971,Japanese Restaurant
1203,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,BTS National Stadium (W1) (BTS สนามกีฬาแห่งชาติ),13.74661009580138,100.52886501562753,Infrastructure
1204,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,The National Stadium of Thailand (สนามกีฬาแห่งชาติ),13.746487686664405,100.52822449308736,Activities
1205,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,Swensen's (สเวนเซ่นส์),13.747417188930811,100.52436972001375,Dessert Shop
1206,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,McDonald's (แมคโดนัลด์),13.746797003278713,100.52792371166021,Western Restaurant
1207,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,The Roof,13.747238632066319,100.52698369824611,Nightlife
1208,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,PH1 -Party House One Bar & Restaurant,13.747002390429184,100.52697572012217,Nightlife
1209,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,7-Eleven,13.746502,100.524506,Convenience Store
1210,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,Tang Sui Heng Phochana (ตั้งซุ่ยเฮงโภชนา),13.746845625504385,100.5237056668073,Chinese Restaurant
1211,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,7-Eleven (เซเว่น อีเลฟเว่น),13.746466,100.523736,Convenience Store
1212,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,7-Eleven (เซเว่น อีเลฟเว่น),13.747219,100.52454,Convenience Store
1213,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,Lek Massage House,13.746801632648422,100.52776856987947,Nightlife
1214,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,7-Eleven (เซเว่น อีเลฟเว่น),13.746374,100.52894,Convenience Store
1215,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,7-Eleven (เซเว่น อีเลฟเว่น),13.746747838926607,100.52894269736545,Convenience Store
1216,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,KLOM Dessert House,13.746810797397517,100.52458623291312,Dessert Shop
1217,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,Tummour (ตำมั่ว),13.747393436490821,100.52452164575445,Restaurant
1218,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,"Gem Production Co.,Ltd.",13.74766475973263,100.52735640354679,Stores
1219,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,A Journey,13.746546374577678,100.52951236249997,Café
1220,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,GOLD HAND'S THAI MASSAGE,13.746870940672501,100.52835074727984,Nightlife
1221,"Wang Mai, Pathum Wan",13.743379999999998,100.52631,Itti Homemade Icecream,13.746903,100.523811,Dessert Shop
1222,"Pathum Wan, Pathum Wan",13.73952,100.53539,RBSC Fitness Club,13.739676389224387,100.53609735924066,Sport
1223,"Pathum Wan, Pathum Wan",13.73952,100.53539,The Royal Bangkok Sports Club (ราชกรีฑาสโมสร) (ราชกรีฑาสโมสร),13.739504461462277,100.5359425738754,Sport
1224,"Pathum Wan, Pathum Wan",13.73952,100.53539,RBSC Verandah,13.738682606963023,100.5358739225737,Restaurant
1225,"Pathum Wan, Pathum Wan",13.73952,100.53539,RBSC Swimming Pool,13.7386532206877,100.53519805791365,Sport
1226,"Pathum Wan, Pathum Wan",13.73952,100.53539,Learning Commons (สรรพศาสตร์สโมสร),13.739196014230776,100.53399481436891,Infrastructure
1227,"Pathum Wan, Pathum Wan",13.73952,100.53539,RBSC Tennis Court,13.736780354774565,100.53485235622878,Sport
1228,"Pathum Wan, Pathum Wan",13.73952,100.53539,RBSC Golf Course (สนามกอล์ฟราชกรีฑาสโมสร),13.73812871122158,100.53611065487472,Sport
1229,"Pathum Wan, Pathum Wan",13.73952,100.53539,Nippon-Tei (นิปปอนเต),13.739205450015586,100.53970501200627,Japanese Restaurant
1230,"Pathum Wan, Pathum Wan",13.73952,100.53539,The St. Regis Bar,13.740086908729705,100.53979957669426,Nightlife
1231,"Pathum Wan, Pathum Wan",13.73952,100.53539,Inthanin (อินทนิล),13.735879279117617,100.5339541218186,Café
1232,"Pathum Wan, Pathum Wan",13.73952,100.53539,Viu,13.739738213215357,100.53970716696789,Western Restaurant
1233,"Lumphini, Pathum Wan",13.73432,100.54602,Starbucks (สตาร์บัคส์),13.735515877482767,100.54596910679624,Café
1234,"Lumphini, Pathum Wan",13.73432,100.54602,Neil's Tavern Restaurant & Bake Shoppe,13.734715,100.54729,Western Restaurant
1235,"Lumphini, Pathum Wan",13.73432,100.54602,Park Hyatt Bangkok,13.7348258,100.5459672,Accomodation
1236,"Lumphini, Pathum Wan",13.73432,100.54602,เฮียบ้วย ก๋วยเตี๋ยวสูตรโบราณ,13.732114524707066,100.54765323324982,Noodle House
1237,"Lumphini, Pathum Wan",13.73432,100.54602,Shogun,13.736114,100.545855,Japanese Restaurant
1238,"Lumphini, Pathum Wan",13.73432,100.54602,Retreat on Vitayu,13.732577778105476,100.54847854890306,Nightlife
1239,"Lumphini, Pathum Wan",13.73432,100.54602,Polo Fried Chicken (ไก่ทอดเจ๊กี),13.732189788562179,100.54593631298087,Western Restaurant
1240,"Lumphini, Pathum Wan",13.73432,100.54602,味の匠 Misho,13.736052666421157,100.54604445181282,Japanese Restaurant
1241,"Lumphini, Pathum Wan",13.73432,100.54602,Rock Restaurant and Bar (ร็อค),13.73513293618758,100.54852724075317,Nightlife
1242,"Lumphini, Pathum Wan",13.73432,100.54602,Simmer,13.73585114584053,100.54462526823505,Restaurant
1243,"Lumphini, Pathum Wan",13.73432,100.54602,The RBSC Polo Club (สมาคมราชกรีฑาสโมสรโปโลคลับ),13.731808828327146,100.54903100515236,Sport
1244,"Lumphini, Pathum Wan",13.73432,100.54602,Bar.Yard,13.737593,100.54366,Nightlife
1245,"Lumphini, Pathum Wan",13.73432,100.54602,Brooklyn Baker,13.732542,100.54849,Café
1246,"Lumphini, Pathum Wan",13.73432,100.54602,Milano Cafe,13.735767530256606,100.546086657647,Western Restaurant
1247,"Lumphini, Pathum Wan",13.73432,100.54602,Glasshouse@Sindhorn (กลาสเฮ้าส์ แอท สินธร),13.735514669787571,100.54596130370025,Infrastructure
1248,"Lumphini, Pathum Wan",13.73432,100.54602,Savelberg,13.738336825468174,100.54635956301922,Western Restaurant
1249,"Lumphini, Pathum Wan",13.73432,100.54602,Arno's (อาโนส์),13.735678058129995,100.54603648257225,Household
1250,"Lumphini, Pathum Wan",13.73432,100.54602,Oriental Residence Bangkok,13.738248117587164,100.5461476915809,Accomodation
1251,"Lumphini, Pathum Wan",13.73432,100.54602,RBSC Polo Club Dining Room,13.731722247404731,100.54889484151441,Restaurant
1252,"Lumphini, Pathum Wan",13.73432,100.54602,Tennis Court,13.731836367963359,100.54948775557841,Sport
1253,"Lumphini, Pathum Wan",13.73432,100.54602,"Physical Fitness, Polo Club",13.731695519407076,100.54888629320307,Sport
1254,"Lumphini, Pathum Wan",13.73432,100.54602,Smokin' Pug,13.735604,100.542366,BBQ Joint
1255,"Lumphini, Pathum Wan",13.73432,100.54602,KiSara (คิซาระ),13.738185056557429,100.5482789058005,Japanese Restaurant
1256,"Lumphini, Pathum Wan",13.73432,100.54602,Great Earth Cafeteria,13.737475,100.54905,Café
1257,"Lumphini, Pathum Wan",13.73432,100.54602,Cohiba Atmosphere,13.73738631868512,100.54912222902178,Nightlife
1258,"Lumphini, Pathum Wan",13.73432,100.54602,Lyon,13.737389295075838,100.549036860466,Western Restaurant
1259,"Lumphini, Pathum Wan",13.73432,100.54602,Peace Oriental Teahouse,13.737113,100.542915,Café
1260,"Lumphini, Pathum Wan",13.73432,100.54602,Velaa (เวลา),13.736678,100.542686,Infrastructure
1261,"Lumphini, Pathum Wan",13.73432,100.54602,บะหมี่กัว,13.735859765014592,100.54233834828382,Noodle House
1262,"Lumphini, Pathum Wan",13.73432,100.54602,Café@2,13.738178299601623,100.54828403238481,Restaurant
1263,"Lumphini, Pathum Wan",13.73432,100.54602,Riding Section,13.730872079105398,100.54834904416258,Activities
1264,"Lumphini, Pathum Wan",13.73432,100.54602,Nillada Massage,13.736617316322054,100.54255015117398,Nightlife
1265,"Lumphini, Pathum Wan",13.73432,100.54602,Osha (โอชา),13.734629699514821,100.54611178709018,Restaurant
1266,"Lumphini, Pathum Wan",13.73432,100.54602,Baan (บ้าน),13.730565420264261,100.5452261117382,Restaurant
1267,"Lumphini, Pathum Wan",13.73432,100.54602,Crimson Room,13.736635657990048,100.54275512695312,Nightlife
1268,"Lumphini, Pathum Wan",13.73432,100.54602,Café Eiffel,13.73597864458801,100.54557712323542,Café
1269,"Lumphini, Pathum Wan",13.73432,100.54602,ลานอเนกประสงค์ สวนลุมพินี,13.73232814589483,100.54462198345966,Infrastructure
1270,"Lumphini, Pathum Wan",13.73432,100.54602,Rongsi Pochana (โรงสี โภชนา),13.737046,100.54307,Seafood Restaurant
1271,"Lumphini, Pathum Wan",13.73432,100.54602,The Coffee Academics,13.736662,100.542816,Café
1272,"Lumphini, Pathum Wan",13.73432,100.54602,Kazuma Japanese Dining Bar,13.73673906060595,100.54256215220771,Japanese Restaurant
1273,"Lumphini, Pathum Wan",13.73432,100.54602,Badminton Association of Thailand (สมาคมแบดมินตันแห่งประเทศไทย),13.7338683877003,100.54557589465628,Activities
1274,"Lumphini, Pathum Wan",13.73432,100.54602,7-Eleven (เซเว่น อีเลฟเว่น),13.735989,100.544386,Convenience Store
1275,"Lumphini, Pathum Wan",13.73432,100.54602,Air Bar,13.731695796845564,100.54908153882175,Nightlife
1276,"Lumphini, Pathum Wan",13.73432,100.54602,Khrua Nai Baan (ครัวในบ้าน),13.735341,100.542237,Restaurant
1277,"Lumphini, Pathum Wan",13.73432,100.54602,King Kong Yakiniku Buffet by Nami,13.73457235437531,100.54885876385208,BBQ Joint
1278,"Lumphini, Pathum Wan",13.73432,100.54602,Jim's Lodge Hotel,13.736837333869463,100.54888250468038,Accomodation
1279,"Lumphini, Pathum Wan",13.73432,100.54602,Izakaya Teppen,13.737435,100.542877,Japanese Restaurant
1280,"Lumphini, Pathum Wan",13.73432,100.54602,Per Te Cafe,13.73729834125196,100.54258998206016,Western Restaurant
1281,"Lumphini, Pathum Wan",13.73432,100.54602,Swimming Pool,13.731059046267275,100.54919291384466,Sport
1282,"Lumphini, Pathum Wan",13.73432,100.54602,Maison Saigon,13.737224,100.54295,Asian Restaurant
1283,"Lumphini, Pathum Wan",13.73432,100.54602,Co Limited (โค ลิมิเต็ด),13.73729,100.54309,Restaurant
1284,"Lumphini, Pathum Wan",13.73432,100.54602,Café Claire (คาเฟ่ แคลร์),13.738147632162226,100.54597330092324,Café
1285,"Lumphini, Pathum Wan",13.73432,100.54602,MICHAEL GALLERY,13.733998,100.545431,Stores
1286,"Lumphini, Pathum Wan",13.73432,100.54602,Lumpini Badminton Court,13.733873765121203,100.54557348131675,Sport
1287,"Lumphini, Pathum Wan",13.73432,100.54602,Basketball Court,13.733425947937352,100.54418872802603,Sport
1288,"Lumphini, Pathum Wan",13.73432,100.54602,ร้านก๋วยเตี๊ยว,13.732132,100.547552,Asian Restaurant
1289,"Lumphini, Pathum Wan",13.73432,100.54602,ต้มเลือดหมู หลังสวน,13.734094114695326,100.5432540553951,Asian Restaurant
1290,"Lumphini, Pathum Wan",13.73432,100.54602,Massage Room,13.731441198559947,100.54859353945841,Nightlife
1291,"Lumphini, Pathum Wan",13.73432,100.54602,Basketball Court (สนามบาส),13.732569659692924,100.54252468893836,Sport
1292,"Lumphini, Pathum Wan",13.73432,100.54602,Lawn Bowls RBSC Polo green,13.731732948925899,100.54907304177766,Sport
1293,"Lumphini, Pathum Wan",13.73432,100.54602,ส้มตำพระเจน,13.730297063849548,100.54580211639404,Restaurant
1294,"Lumphini, Pathum Wan",13.73432,100.54602,ลานตะวันยิ้ม เฉลิมพระเกียรติ 72 พรรษา,13.732828,100.54192,Activities
1295,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Bā hào (ปาเฮ่า),13.740251438153942,100.51415983447795,Nightlife
1296,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Wallflowers Upstairs,13.739827,100.51425,Nightlife
1297,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Teens of Thailand,13.739920973420897,100.51403899110903,Nightlife
1298,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,สิงคโปร์โภชนา ลอดช่องสิงคโปร์,13.739994714453568,100.51236803835995,Dessert Shop
1299,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Texas Suki (เท็กซัสสุกี้),13.740627957563918,100.51108040458638,Hotpot Restaurant
1300,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,นิวยืนยง,13.73970778493456,100.51169145994359,Noodle House
1301,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Asia Today,13.739838084548287,100.51423112094456,Nightlife
1302,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,As.is,13.739906,100.51304,Café
1303,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,ข้าวเหนียวมะม่วง ป้าเล็ก-ป้าใหญ่,13.742395,100.511586,Dessert Shop
1304,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,คั้นกี่ น้ำเต้าทอง,13.740206270667327,100.51237226350663,Asian Restaurant
1305,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Nana Coffee Roasters,13.739817561366905,100.5142770413352,Café
1306,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,หมูสะเต๊ะ เจ๊เอ็ง (ห่อใบตอง),13.74161,100.51089,Asian Restaurant
1307,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Kitchen Kum-Lung Hongkong (คิทชึน กั๋มหล่ง ฮ่องกง),13.739066253607742,100.5119898734299,Chinese Restaurant
1308,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,เจ้จิน เท็กซัส,13.740223,100.51063,Seafood Restaurant
1309,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,CHATA (ชะตา),13.738999,100.510635,Café
1310,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,เจ้อ้วน ราดหน้ายอดผัก,13.740064706029125,100.51028528291035,Noodle House
1311,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Aiem Pochana (เอี่ยมโภชนา),13.743488916740343,100.51322785671391,Asian Restaurant
1312,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Nai Ek Roll Noodles (ก๋วยจั๊บนายเอ็ก),13.740237,100.51,Noodle House
1313,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Nai Mong (นายหมง),13.742214220027593,100.51062576109946,Asian Restaurant
1314,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Lao Li Shark's Fin (เล่าลี่หูฉลาม),13.739924,100.510879,Chinese Restaurant
1315,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Bā Hào Tiān M ì (ปา เฮ่า เถียน มี่),13.740945421793562,100.51121071411897,Dessert Shop
1316,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Lhong Tou (หลงโถว),13.739295757444108,100.51159077429405,Café
1317,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,ร้านอาหารแต้จิ๋ว,13.739632,100.51337,Chinese Restaurant
1318,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,ข้าวต้มปลา (ตรอกถั่วงอก),13.743127,100.51034,Restaurant
1319,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,เฮงดี หูฉลาม รังนก,13.740272074641961,100.51010760873851,Chinese Restaurant
1320,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,เซี้ย เหล่ายี่ห้อ ข้าวหมูแดงแปลงนาม,13.740845,100.50981,Asian Restaurant
1321,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Sweettime (สวีทไทม์),13.740481302167327,100.50974918076191,Dessert Shop
1322,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Starbucks (สตาร์บัคส์),13.741453812857214,100.51118552684784,Café
1323,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,หมูตุ๋น เอ็นตุ๋นหม้อดิน เยาวราช,13.740814,100.50884,Noodle House
1324,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,โจ๊กตลาดน้อย (เจ๊หมวยเกี้ย),13.737322,100.514274,Western Restaurant
1325,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,เจ๊โหงว ก๋วยจั๊บวงเวียน 22,13.74282,100.51336,Noodle House
1326,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,T&K Seafood (ต๋อย & คิด ซีฟู้ด),13.740118,100.510635,Seafood Restaurant
1327,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Tang Jai Yoo (ตั้งใจอยู่),13.740273736345346,100.50927222126329,Chinese Restaurant
1328,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Yaowarat Toasted Bread (ขนมปังเจ้าอร่อยเด็ดเยาวราช),13.740078137808423,100.51022529602051,Household
1329,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,ขนมจีบแปะเซี๊ยะ,13.74094,100.50978,Chinese Restaurant
1330,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,The Canton House (เดอะ แคนตัน เฮาส์),13.739525454907506,100.51124581520142,Chinese Restaurant
1331,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,มานพ สุกี้รถกระบะ,13.737026991345092,100.51348229220439,Restaurant
1332,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,แดงราชาหอยทอด,13.737568,100.51468,Seafood Restaurant
1333,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Tai Hong Kong Shrine (ศาลเจ้าไต้ฮงกง),13.744631,100.51055,Culture
1334,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,อึ้งเป็งชุงลูกชิ้นปลา,13.740385,100.50967,Noodle House
1335,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Yaowarat Market (ตลาดเยาวราช),13.741444151241447,100.50839118149264,Household
1336,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Porn Chai: พรชัย ก๋วยเตี๋ยวหลอด,13.739794299101133,100.51076706150269,Noodle House
1337,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,ก๋วยเตี๋ยวลูกชิ้นปลาจิตร,13.740757414861198,100.50877881825159,Noodle House
1338,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Eiah Sae (เอี๊ยะแซ),13.73935,100.51065,Café
1339,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Nam Dao Huu (น้ำเต้าหู้),13.74113594926421,100.51001071929932,Dessert Shop
1340,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,เจ๊เบญ สุดยอดก๋วยเตี๋ยวฮ่องกง,13.73688,100.512886,Noodle House
1341,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Royal Jubilee Gate (ซุ้มประตูเฉลิมพระเกียรติ ๖ รอบพระชนมพรรษา),13.73733418205117,100.51309656900568,Culture
1342,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,ไทยรุ่งเรือง,13.737582173415182,100.51406478838885,Noodle House
1343,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,ข้าวมันไก่แปลงนาม,13.7412195,100.50994,Asian Restaurant
1344,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Starbucks (สตาร์บัคส์),13.743036497742128,100.50897025264835,Café
1345,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Zong Ter 1962 (ซงเต๋อ),13.742254,100.50926,Chinese Restaurant
1346,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Scoopp (สคูปป์),13.737281,100.51482,Dessert Shop
1347,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Jok's Kitchen (จก โต๊ะเดียว),13.743390212829889,100.50991549756883,Chinese Restaurant
1348,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Krua PornLamai (ครัวพรละมัย),13.74077,100.50968,Restaurant
1349,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Jumbo Lobster (จัมโบ้ ล็อบสเตอร์),13.740894,100.508306,Seafood Restaurant
1350,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,ข้าวหมูแดง สีมรกต,13.737089,100.514725,Asian Restaurant
1351,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,บั๊วเกี้ยไหหลำ โบราณ,13.743773879223875,100.51022715498489,Dessert Shop
1352,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,บะหมี่จับกัง,13.742455618773787,100.5099767055467,Noodle House
1353,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Lim Lao Ngow (ลิ้มเหล่าโหงว),13.737327416426304,100.51017769715206,Noodle House
1354,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Starbucks (สตาร์บัคส์),13.737821,100.515434,Café
1355,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,นายฮุย ก๋วยเตี๋ยวลูกชิ้นปลา,13.741768266674189,100.5089292879915,Noodle House
1356,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,Nay Lek Uan (ก๋วยจั๊บนายเล็ก (อ้วน) Nay Lek Uan),13.740983033976397,100.50848013331635,Noodle House
1357,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,เหอ เฉิน ฟง Dimsum & BBQ,13.742956717518517,100.50907983777148,Chinese Restaurant
1358,"Pom Prap, Pom Prap Sattru Phai",13.740779999999999,100.51252,ก๋วยเตี๋ยวตรอกโรงหมู,13.737163267726709,100.51478363904991,Noodle House
1359,"Wat Thep Sirin, Pom Prap Sattru Phai",13.7505,100.50917,ก๋วยเตี๋ยวคั่วไก่ เจ๊เค็ง & เจ๊งิ้ม,13.749389132033903,100.51021013465045,Noodle House
1360,"Wat Thep Sirin, Pom Prap Sattru Phai",13.7505,100.50917,ยินดี นู้ดเดิ้ล,13.74794,100.50897,Noodle House
1361,"Wat Thep Sirin, Pom Prap Sattru Phai",13.7505,100.50917,Nakhon Sanook (ข้าวหมูแดง นครสนุก),13.747888,100.50742,Asian Restaurant
1362,"Wat Thep Sirin, Pom Prap Sattru Phai",13.7505,100.50917,Jae Yee Chicken Rice (ข้าวมันไก่เจ๊ยี),13.753146946337331,100.50918601767928,Asian Restaurant
1363,"Wat Thep Sirin, Pom Prap Sattru Phai",13.7505,100.50917,ก๋วยเตี๋ยวคั่วไก่สวนมะลิ เจ๊ทิพย์,13.748635142700602,100.51123365431145,Noodle House
1364,"Wat Thep Sirin, Pom Prap Sattru Phai",13.7505,100.50917,แซบ-เบ๊ ก๋วยเตี๋ยวลูกชิ้นปลา,13.751187,100.51079,Noodle House
1365,"Wat Thep Sirin, Pom Prap Sattru Phai",13.7505,100.50917,Worachak Chicken Noodle (ก๋วยเตี๋ยวคั่วไก่วรจักร),13.749234,100.506615,Noodle House
1366,"Wat Thep Sirin, Pom Prap Sattru Phai",13.7505,100.50917,Guay Tiew Kua Gai Suanmali (ก๋วยเตี๋ยวคั่วไก่สวนมะลิ สูตรโบราณ),13.74689,100.51103,Noodle House
1367,"Wat Thep Sirin, Pom Prap Sattru Phai",13.7505,100.50917,สุชาดา (จู) ก๋วยเตี๋ยวแคะ ลูกชิ้นปลา,13.747750641780236,100.50693007605808,Noodle House
